ID,Palabra_ES,Categoria,Genero,Traduccion_EN,Traducciones_alt,Frase_ejemplo,Tema,Imagen,Audio
1cba77c3,idea,noun,♀,idea,,Tuvo una idea brillante para mejorar el proceso de trabajo.,pensamiento_cognicion,"<img src=""1cba77c3.jpg"">",[sound:1cba77c3.mp3]
bcb5e9b4,impresión,noun,♀,printing,impression,Tuvo una buena impresión de la empresa en la entrevista.,pensamiento_cognicion,"<img src=""bcb5e9b4.jpg"">",[sound:bcb5e9b4.mp3]
e7c033f1,información,noun,♀,information,,Necesita más información antes de tomar una decisión.,comunicacion,"<img src=""e7c033f1.jpg"">",[sound:e7c033f1.mp3]
1825a335,inglés,noun,♂,english,English language,Está aprendiendo inglés para trabajar en el extranjero.,nacionalidades,"<img src=""1825a335.jpg"">",[sound:1825a335.mp3]
cafd66fb,intención,noun,♀,intention,,Tiene la intención de mudarse a otra ciudad el próximo año.,pensamiento_cognicion,"<img src=""cafd66fb.jpg"">",[sound:cafd66fb.mp3]
2652eee0,mensaje,noun,♂,message,,Le envió un mensaje para confirmar la reunión.,comunicacion,"<img src=""2652eee0.jpg"">",[sound:2652eee0.mp3]
bbd58949,mente,noun,♀,mind,,Necesita tener la mente clara para tomar esta decisión.,pensamiento_cognicion,"<img src=""bbd58949.jpg"">",[sound:bbd58949.mp3]
513985c6,mentira,noun,♀,lie,,Le dijo una mentira para no herir sus sentimientos.,comunicacion,"<img src=""513985c6.jpg"">",[sound:513985c6.mp3]
9e0bc11d,mirada,noun,♀,gaze,,Le lanzó una mirada de sorpresa cuando escuchó la noticia.,comunicacion,"<img src=""9e0bc11d.jpg"">",[sound:9e0bc11d.mp3]
22be503d,motivo,noun,♂,reason,,No entendía el motivo de su enfado.,pensamiento_cognicion,"<img src=""22be503d.jpg"">",[sound:22be503d.mp3]
7a675883,nombre,noun,♂,name,,¿Cuál es el nombre de la empresa donde trabajas?,comunicacion,"<img src=""7a675883.jpg"">",[sound:7a675883.mp3]
1d720026,nota,noun,♀,note,grade,Dejó una nota en la puerta para el vecino.,comunicacion,"<img src=""1d720026.jpg"">",[sound:1d720026.mp3]
d449581e,noticia,noun,♀,news,,Vio la noticia sobre el accidente en el telediario.,medios_entretenimiento,"<img src=""d449581e.jpg"">",[sound:d449581e.mp3]
4e79f6de,opción,noun,♀,option,,Tiene varias opciones de vuelo para el viaje.,pensamiento_cognicion,"<img src=""4e79f6de.jpg"">",[sound:4e79f6de.mp3]
9b880deb,opinión,noun,♀,opinion,,Dio su opinión sobre el nuevo proyecto en la reunión.,comunicacion,"<img src=""9b880deb.jpg"">",[sound:9b880deb.mp3]
d585c75f,palabra,noun,♀,word,,Le costó encontrar la palabra exacta para describir sus sentimientos.,comunicacion,"<img src=""d585c75f.jpg"">",[sound:d585c75f.mp3]
df7fb561,pensamiento,noun,♂,thought,,Compartió sus pensamientos sobre el futuro de la empresa.,pensamiento_cognicion,"<img src=""df7fb561.jpg"">",[sound:df7fb561.mp3]
5342b22e,perdón,noun,♂,sorry,,Le pidió perdón por haberla hecho esperar tanto.,comunicacion,"<img src=""5342b22e.jpg"">",[sound:5342b22e.mp3]
5fc25157,plan,noun,♂,plan,,Tienen un plan para viajar a Portugal en verano.,pensamiento_cognicion,"<img src=""5fc25157.jpg"">",[sound:5fc25157.mp3]
32554d74,porqué,noun,♂,why,the reason,Nadie entendía el porqué de su decisión repentina.,pensamiento_cognicion,"<img src=""32554d74.jpg"">",[sound:32554d74.mp3]
d657fca3,pregunta,noun,♀,question,,Hizo una pregunta importante durante la reunión.,comunicacion,"<img src=""d657fca3.jpg"">",[sound:d657fca3.mp3]
8fdf9c2c,promesa,noun,♀,promise,,Le hizo una promesa que no pudo cumplir.,comunicacion,"<img src=""8fdf9c2c.jpg"">",[sound:8fdf9c2c.mp3]
cd0a0b2f,razón,noun,♀,reason,,Le explicó la razón de su ausencia en la oficina.,pensamiento_cognicion,"<img src=""cd0a0b2f.jpg"">",[sound:cd0a0b2f.mp3]
bd8d4de4,recuerdo,noun,♂,memory,souvenir,Compró un recuerdo típico en el mercado de artesanías.,viajes,"<img src=""bd8d4de4.jpg"">",[sound:bd8d4de4.mp3]
dfba171a,respuesta,noun,♀,answer,,Su respuesta a la pregunta fue muy clara.,educacion,"<img src=""dfba171a.jpg"">",[sound:dfba171a.mp3]
e201994d,secreto,noun,♂,secret,,Guardó el secreto durante muchos años.,conceptos_abstractos,"<img src=""e201994d.jpg"">",[sound:e201994d.mp3]
2f2af817,sentido,noun,♂,meaning,sense,No tiene sentido llegar tarde a la reunión.,conceptos_abstractos,"<img src=""2f2af817.jpg"">",[sound:2f2af817.mp3]
6ac0b6b4,solución,noun,♀,solution,,El equipo encontró una solución rápida al problema.,conceptos_abstractos,"<img src=""6ac0b6b4.jpg"">",[sound:6ac0b6b4.mp3]
c5f3de31,tema,noun,♂,theme,"topic, subject",El tema de la reunión es el nuevo proyecto.,conceptos_abstractos,"<img src=""c5f3de31.jpg"">",[sound:c5f3de31.mp3]
cd44fae4,teoría,noun,♀,theory,,El profesor explicó la teoría en la primera clase.,educacion,"<img src=""cd44fae4.jpg"">",[sound:cd44fae4.mp3]
fdab7f97,traducción,noun,♀,translation,,La traducción del documento tardó dos días.,educacion,"<img src=""fdab7f97.jpg"">",[sound:fdab7f97.mp3]
19644c53,verdad,noun,♀,truth,,"Al final, dijo la verdad sobre lo que había pasado.",conceptos_abstractos,"<img src=""19644c53.jpg"">",[sound:19644c53.mp3]
51d22e3a,versión,noun,♀,version,,Esta es la última versión del programa.,conceptos_abstractos,"<img src=""51d22e3a.jpg"">",[sound:51d22e3a.mp3]
c7545945,visión,noun,♀,vision,eyesight,Su visión ha mejorado mucho después de la operación.,conceptos_abstractos,"<img src=""c7545945.jpg"">",[sound:c7545945.mp3]
aa15457d,año,noun,♂,year,,El próximo año viajarán a Argentina.,tiempo_temporal,"<img src=""aa15457d.jpg"">",[sound:aa15457d.mp3]
f642fa88,domingo,noun,♂,sunday,,El domingo pasado fueron al mercado.,tiempo_temporal,"<img src=""f642fa88.jpg"">",[sound:f642fa88.mp3]
9ae6e063,día,noun,♂,day,,Hoy es un día muy ocupado en la oficina.,tiempo_temporal,"<img src=""9ae6e063.jpg"">",[sound:9ae6e063.mp3]
cf5c0a6a,era,noun,♀,era,age,Vivimos en la era digital.,tiempo_temporal,"<img src=""cf5c0a6a.jpg"">",[sound:cf5c0a6a.mp3]
94ed4167,fecha,noun,♀,date,,¿Cuál es la fecha límite para entregar el informe?,tiempo_temporal,"<img src=""94ed4167.jpg"">",[sound:94ed4167.mp3]
5c72b79e,futuro,noun,♂,future,,Piensa mucho en su futuro profesional.,tiempo_temporal,"<img src=""5c72b79e.jpg"">",[sound:5c72b79e.mp3]
12c3de99,hora,noun,♀,time,hour,¿Qué hora es? Tenemos que salir pronto.,tiempo_temporal,"<img src=""12c3de99.jpg"">",[sound:12c3de99.mp3]
9e8354fe,invierno,noun,♂,winter,,En invierno hace mucho frío en Madrid.,tiempo_temporal tiempo_clima,"<img src=""9e8354fe.jpg"">",[sound:9e8354fe.mp3]
c1e5afc0,jueves,noun,♂,thursday,,Tienen una reunión el jueves por la mañana.,tiempo_temporal,"<img src=""c1e5afc0.jpg"">",[sound:c1e5afc0.mp3]
c0276360,julio,noun,♂,july,,En julio viajan de vacaciones a la playa.,meses,"<img src=""c0276360.jpg"">",[sound:c0276360.mp3]
4e5c18e0,lunes,noun,♂,monday,,El lunes empieza una semana nueva de trabajo.,tiempo_temporal,"<img src=""4e5c18e0.jpg"">",[sound:4e5c18e0.mp3]
5f81f576,martes,noun,♂,tuesday,,El martes tiene cita con el dentista.,tiempo_temporal,"<img src=""5f81f576.jpg"">",[sound:5f81f576.mp3]
2506b892,medianoche,noun,♀,midnight,,Llegaron a casa después de la medianoche.,tiempo_temporal,"<img src=""2506b892.jpg"">",[sound:2506b892.mp3]
d2db8a61,mes,noun,♂,month,,Pagan el alquiler a principios de mes.,tiempo_temporal,"<img src=""d2db8a61.jpg"">",[sound:d2db8a61.mp3]
c04d94cf,minuto,noun,♂,minute,,"Espera un minuto, ya casi termino.",tiempo_temporal,"<img src=""c04d94cf.jpg"">",[sound:c04d94cf.mp3]
2b2f4507,momento,noun,♂,moment,,En este momento no puede hablar por teléfono.,tiempo_temporal,"<img src=""2b2f4507.jpg"">",[sound:2b2f4507.mp3]
a60142ea,noche,noun,♀,night,,Salieron a cenar el sábado por la noche.,tiempo_temporal,"<img src=""a60142ea.jpg"">",[sound:a60142ea.mp3]
0ba7622b,pasado,noun,♂,past,,Prefiere no hablar de su pasado.,tiempo_temporal,"<img src=""0ba7622b.jpg"">",[sound:0ba7622b.mp3]
6cae5dec,primavera,noun,♀,spring,,En primavera las calles se llenan de flores.,tiempo_temporal tiempo_clima,"<img src=""6cae5dec.jpg"">",[sound:6cae5dec.mp3]
50dac7d2,rato,noun,♂,a while,,Se quedaron un rato charlando en el café.,tiempo_temporal,"<img src=""50dac7d2.jpg"">",[sound:50dac7d2.mp3]
add88028,repente,noun,♂,suddenly,,De repente empezó a llover muy fuerte.,tiempo_temporal,"<img src=""add88028.jpg"">",[sound:add88028.mp3]
a897bd64,semana,noun,♀,week,,Esta semana tienen mucho trabajo pendiente.,tiempo_temporal,"<img src=""a897bd64.jpg"">",[sound:a897bd64.mp3]
d0faa833,siglo,noun,♂,century,,El edificio fue construido en el siglo pasado.,tiempo_temporal,"<img src=""d0faa833.jpg"">",[sound:d0faa833.mp3]
dc123bc5,sábado,noun,♂,saturday,,El sábado van a visitar a sus padres.,tiempo_temporal,"<img src=""dc123bc5.jpg"">",[sound:dc123bc5.mp3]
8f647435,tarde,noun,♀,afternoon,,Nos vemos esta tarde en la oficina.,tiempo_temporal,"<img src=""8f647435.jpg"">",[sound:8f647435.mp3]
2f8a31d0,temporada,noun,♀,season,,La temporada de lluvias empieza en mayo.,tiempo_temporal tiempo_clima,"<img src=""2f8a31d0.jpg"">",[sound:2f8a31d0.mp3]
68f04770,tiempo,noun,♂,time,weather,No tiene tiempo para terminar el informe hoy.,tiempo_temporal tiempo_clima,"<img src=""68f04770.jpg"">",[sound:68f04770.mp3]
23804201,verano,noun,♂,summer,,En verano viajan a la playa con la familia.,tiempo_temporal tiempo_clima,"<img src=""23804201.jpg"">",[sound:23804201.mp3]
26ea5d22,vez,noun,♀,time,,Esta vez llegó a tiempo a la reunión.,tiempo_temporal,"<img src=""26ea5d22.jpg"">",[sound:26ea5d22.mp3]
ad5e65ca,viernes,noun,♂,friday,,El viernes terminan el proyecto antes de las cinco.,tiempo_temporal,"<img src=""ad5e65ca.jpg"">",[sound:ad5e65ca.mp3]
aee1afd1,época,noun,♀,time,period,Fue una época muy difícil para la empresa.,tiempo_temporal,"<img src=""aee1afd1.jpg"">",[sound:aee1afd1.mp3]
4bf96481,alarma,noun,♀,alarm,,La alarma sonó a las siete de la mañana.,casa rutina_diaria,"<img src=""4bf96481.jpg"">",[sound:4bf96481.mp3]
d6e655d6,apartamento,noun,♂,apartment,flat,Alquilaron un apartamento cerca del centro.,casa,"<img src=""d6e655d6.jpg"">",[sound:d6e655d6.mp3]
b077c265,armario,noun,♂,wardrobe,closet,Guardó la ropa nueva en el armario.,casa,"<img src=""b077c265.jpg"">",[sound:b077c265.mp3]
151fc541,asiento,noun,♂,seat,,Reservó un asiento junto a la ventana en el avión.,casa viajes,"<img src=""151fc541.jpg"">",[sound:151fc541.mp3]
cb7cef06,basura,noun,♀,trash,garbage,Sacó la basura antes de salir a trabajar.,casa,"<img src=""cb7cef06.jpg"">",[sound:cb7cef06.mp3]
dc258235,baño,noun,♂,bathroom,,El baño está al final del pasillo.,casa,"<img src=""dc258235.jpg"">",[sound:dc258235.mp3]
9c9752fd,cadena,noun,♀,chain,,Puso una cadena en la puerta para más seguridad.,casa,"<img src=""9c9752fd.jpg"">",[sound:9c9752fd.mp3]
936400f1,caja,noun,♀,case,box,Guardó los documentos importantes en una caja.,casa,"<img src=""936400f1.jpg"">",[sound:936400f1.mp3]
fc4b5e2c,cama,noun,♀,bed,,Se acostó en la cama después de un día largo.,casa,"<img src=""fc4b5e2c.jpg"">",[sound:fc4b5e2c.mp3]
202447d5,casa,noun,♀,home,house,Compraron una casa nueva en las afueras de la ciudad.,casa,"<img src=""202447d5.jpg"">",[sound:202447d5.mp3]
c3653e44,cinta,noun,♀,tape,ribbon,Usó cinta adhesiva para cerrar la caja.,casa,"<img src=""c3653e44.jpg"">",[sound:c3653e44.mp3]
99281303,cocina,noun,♀,kitchen,,Preparó la cena en la cocina.,casa,"<img src=""99281303.jpg"">",[sound:99281303.mp3]
6bbea091,cristal,noun,♂,crystal,glass,El cristal de la ventana se rompió con el viento.,casa,"<img src=""6bbea091.jpg"">",[sound:6bbea091.mp3]
64558de7,cuchillo,noun,♂,knife,,Cortó el pan con un cuchillo afilado.,casa comida,"<img src=""64558de7.jpg"">",[sound:64558de7.mp3]
f7b391b1,departamento,noun,♂,department,apartment,Alquiló un departamento pequeño en el centro de la ciudad.,casa,"<img src=""f7b391b1.jpg"">",[sound:f7b391b1.mp3]
917d2def,ducha,noun,♀,shower,,Se dio una ducha rápida antes de ir al trabajo.,casa rutina_diaria,"<img src=""917d2def.jpg"">",[sound:917d2def.mp3]
ddf155ef,escalera,noun,♀,ladder,stairs,Subió la escalera cargando las maletas.,casa,"<img src=""ddf155ef.jpg"">",[sound:ddf155ef.mp3]
4158602f,escritorio,noun,♂,desktop,desk,Dejó los documentos sobre el escritorio de la oficina.,trabajo tecnologia,"<img src=""4158602f.jpg"">",[sound:4158602f.mp3]
ace97f13,espejo,noun,♂,mirror,,Se miró en el espejo antes de salir.,casa,"<img src=""ace97f13.jpg"">",[sound:ace97f13.mp3]
9fe294e8,habitación,noun,♀,room,bedroom,El hotel tenía una habitación con vista al mar.,casa,"<img src=""9fe294e8.jpg"">",[sound:9fe294e8.mp3]
1d69f0b4,hogar,noun,♂,home,,"Después de un largo viaje, por fin llegó a su hogar.",casa,"<img src=""1d69f0b4.jpg"">",[sound:1d69f0b4.mp3]
94dfe0ec,llave,noun,♀,key,,Olvidó las llaves de la casa en la oficina.,casa,"<img src=""94dfe0ec.jpg"">",[sound:94dfe0ec.mp3]
2433f6a5,madera,noun,♀,wood,,La mesa está hecha de madera maciza.,casa,"<img src=""2433f6a5.jpg"">",[sound:2433f6a5.mp3]
eec34d80,material,noun,♂,material,,Necesitan más material de oficina para el proyecto.,trabajo,"<img src=""eec34d80.jpg"">",[sound:eec34d80.mp3]
85770ae9,mesa,noun,♀,table,,Pusieron la mesa para la cena familiar.,casa,"<img src=""85770ae9.jpg"">",[sound:85770ae9.mp3]
a8ea8a1a,objeto,noun,♂,object,thing,Encontró un objeto extraño debajo de la cama.,objetos_generales,"<img src=""a8ea8a1a.jpg"">",[sound:a8ea8a1a.mp3]
b36f324a,paquete,noun,♂,package,,El cartero dejó un paquete en la puerta.,casa,"<img src=""b36f324a.jpg"">",[sound:b36f324a.mp3]
608bbf2c,pared,noun,♀,wall,,Colgó un cuadro nuevo en la pared del salón.,casa,"<img src=""608bbf2c.jpg"">",[sound:608bbf2c.mp3]
0eb248df,pasillo,noun,♂,hallway,corridor,Dejó las maletas en el pasillo del apartamento.,casa,"<img src=""0eb248df.jpg"">",[sound:0eb248df.mp3]
02794e78,patio,noun,♂,patio,yard,Organizaron una barbacoa en el patio de la casa.,casa,"<img src=""02794e78.jpg"">",[sound:02794e78.mp3]
31c4df0c,piscina,noun,♀,swimming pool,pool,El hotel tiene una piscina enorme en la azotea.,casa viajes,"<img src=""31c4df0c.jpg"">",[sound:31c4df0c.mp3]
309b1d8e,piso,noun,♂,floor,apartment,Compraron un piso en el centro de Madrid.,casa,"<img src=""309b1d8e.jpg"">",[sound:309b1d8e.mp3]
1bbf40cb,polvo,noun,♂,dust,,Había mucho polvo encima de los muebles.,casa,"<img src=""1bbf40cb.jpg"">",[sound:1bbf40cb.mp3]
5d477614,puerta,noun,♀,door,,Cerró la puerta con llave antes de salir.,casa,"<img src=""5d477614.jpg"">",[sound:5d477614.mp3]
6ea8c448,reloj,noun,♂,watch,clock,Llevaba un reloj elegante en la muñeca izquierda.,ropa,"<img src=""6ea8c448.jpg"">",[sound:6ea8c448.mp3]
6b694e8c,sala,noun,♀,living room,,Vieron la película en la sala de estar.,casa,"<img src=""6b694e8c.jpg"">",[sound:6b694e8c.mp3]
6556e349,salón,noun,♂,living room,,Reformaron el salón antes de mudarse.,casa,"<img src=""6556e349.jpg"">",[sound:6556e349.mp3]
138a3b6e,señal,noun,♀,signal,sign,El teléfono no tenía señal en la montaña.,tecnologia,"<img src=""138a3b6e.jpg"">",[sound:138a3b6e.mp3]
86aa0eab,silla,noun,♀,chair,,Se sentó en la silla frente al escritorio.,casa,"<img src=""86aa0eab.jpg"">",[sound:86aa0eab.mp3]
e356efdd,sofá,noun,♂,sofa,couch,Se quedó dormido en el sofá viendo la televisión.,casa,"<img src=""e356efdd.jpg"">",[sound:e356efdd.mp3]
3fb261d6,suelo,noun,♂,soil,floor,Dejó las maletas en el suelo de la habitación.,casa,"<img src=""3fb261d6.jpg"">",[sound:3fb261d6.mp3]
dc9acbd8,sótano,noun,♂,basement,,Guardan las herramientas viejas en el sótano.,casa,"<img src=""dc9acbd8.jpg"">",[sound:dc9acbd8.mp3]
ee180d84,techo,noun,♂,ceiling,roof,Repararon el techo después de la tormenta.,casa,"<img src=""ee180d84.jpg"">",[sound:ee180d84.mp3]
1ac24345,ventana,noun,♀,window,,Abrió la ventana para que entrara aire fresco.,casa,"<img src=""1ac24345.jpg"">",[sound:1ac24345.mp3]
03a69a6e,abrigo,noun,♂,coat,,Se puso el abrigo porque hacía mucho frío.,ropa,"<img src=""03a69a6e.jpg"">",[sound:03a69a6e.mp3]
861b703d,anillo,noun,♂,ring,,Le regaló un anillo de compromiso en su aniversario.,ropa,"<img src=""861b703d.jpg"">",[sound:861b703d.mp3]
9cdebedc,bolsa,noun,♀,bag,,Llevaba las compras en una bolsa de tela.,casa,"<img src=""9cdebedc.jpg"">",[sound:9cdebedc.mp3]
0a70f0c5,bolsillo,noun,♂,pocket,,Guardó las llaves en el bolsillo del pantalón.,ropa,"<img src=""0a70f0c5.jpg"">",[sound:0a70f0c5.mp3]
5899d640,bolso,noun,♂,bag,purse,Metió el móvil en el bolso antes de salir.,ropa,"<img src=""5899d640.jpg"">",[sound:5899d640.mp3]
af203fd6,camisa,noun,♀,shirt,,Se compró una camisa nueva para la entrevista de trabajo.,ropa,"<img src=""af203fd6.jpg"">",[sound:af203fd6.mp3]
84d9cfec,chaqueta,noun,♀,jacket,,Llevaba una chaqueta de cuero negra.,ropa,"<img src=""84d9cfec.jpg"">",[sound:84d9cfec.mp3]
b1927070,moda,noun,♀,fashion,,Le interesa mucho la moda y los diseñadores nuevos.,ropa,"<img src=""b1927070.jpg"">",[sound:b1927070.mp3]
7ba27620,pantalón,noun,♂,pants,trousers,Compró un pantalón nuevo para la oficina.,ropa,"<img src=""7ba27620.jpg"">",[sound:7ba27620.mp3]
e18e642b,ropa,noun,♀,clothing,clothes,Lavó toda la ropa el fin de semana.,ropa,"<img src=""e18e642b.jpg"">",[sound:e18e642b.mp3]
8b70ec78,saco,noun,♂,sack,jacket,Se puso un saco elegante para la reunión de trabajo.,ropa,"<img src=""8b70ec78.jpg"">",[sound:8b70ec78.mp3]
a0071ccc,sombrero,noun,♂,hat,,Usó un sombrero para protegerse del sol.,ropa,"<img src=""a0071ccc.jpg"">",[sound:a0071ccc.mp3]
932872c3,traje,noun,♂,suit,,Compró un traje nuevo para la boda de su hermano.,ropa,"<img src=""932872c3.jpg"">",[sound:932872c3.mp3]
272b5eb3,zapato,noun,♂,shoe,,Estos zapatos son muy cómodos para caminar.,ropa,"<img src=""272b5eb3.jpg"">",[sound:272b5eb3.mp3]
edbce914,agua,noun,♀,water,,Bebe mucha agua durante el día.,comida,"<img src=""edbce914.jpg"">",[sound:edbce914.mp3]
babf88f3,alcohol,noun,♂,alcohol,,No consume alcohol porque conduce esta noche.,comida,"<img src=""babf88f3.jpg"">",[sound:babf88f3.mp3]
4678384f,almuerzo,noun,♂,lunch,,Quedaron para el almuerzo a la una.,comida,"<img src=""4678384f.jpg"">",[sound:4678384f.mp3]
79a603dd,azúcar,noun,♂,sugar,,Añadió una cucharada de azúcar al café.,comida,"<img src=""79a603dd.jpg"">",[sound:79a603dd.mp3]
f17ed833,botella,noun,♀,bottle,,Compró una botella de vino para la cena.,comida,"<img src=""f17ed833.jpg"">",[sound:f17ed833.mp3]
07117fe4,café,noun,♂,coffee,,Tomaron un café antes de la reunión.,comida,"<img src=""07117fe4.jpg"">",[sound:07117fe4.mp3]
409f4cd5,carne,noun,♀,meat,,Prefiere la carne a la parrilla.,comida,"<img src=""409f4cd5.jpg"">",[sound:409f4cd5.mp3]
31ff4c45,cena,noun,♀,dinner,,La cena está lista a las nueve.,comida,"<img src=""31ff4c45.jpg"">",[sound:31ff4c45.mp3]
808df769,cerveza,noun,♀,beer,,Pidieron unas cervezas en el bar después del trabajo.,comida,"<img src=""808df769.jpg"">",[sound:808df769.mp3]
c378985d,chocolate,noun,♂,chocolate,,Le regaló una caja de chocolate por su cumpleaños.,comida,"<img src=""c378985d.jpg"">",[sound:c378985d.mp3]
c501b276,comida,noun,♀,food,meal,La comida del restaurante estaba deliciosa.,comida,"<img src=""c501b276.jpg"">",[sound:c501b276.mp3]
0b44a639,copa,noun,♀,cup,wine glass,Brindaron con una copa de vino.,comida,"<img src=""0b44a639.jpg"">",[sound:0b44a639.mp3]
328e26f0,desayuno,noun,♂,breakfast,,Siempre toma un desayuno rápido antes de ir al trabajo.,comida rutina_diaria,"<img src=""328e26f0.jpg"">",[sound:328e26f0.mp3]
8f909c65,galleta,noun,♀,cookie,biscuit,Tomó una galleta con el té de la tarde.,comida,"<img src=""8f909c65.jpg"">",[sound:8f909c65.mp3]
dfe94c1b,hambre,noun,♀,hunger,,Tenía mucha hambre después de trabajar todo el día.,comida,"<img src=""dfe94c1b.jpg"">",[sound:dfe94c1b.mp3]
448b55f2,huevo,noun,♂,egg,,Desayunó un huevo frito con pan.,comida,"<img src=""448b55f2.jpg"">",[sound:448b55f2.mp3]
d40a937c,leche,noun,♀,milk,,Compró leche y pan en el supermercado.,comida,"<img src=""d40a937c.jpg"">",[sound:d40a937c.mp3]
7c13aea4,mate,noun,♂,mate,,Tomaron mate mientras charlaban en el patio.,comida,"<img src=""7c13aea4.jpg"">",[sound:7c13aea4.mp3]
